Country,Year,Sex,Age,Suicide,Suicides_100k_Pop,Population, GDP  ,generation
Thailand,2009,Female,25-34 years,142,2.67,5309573,"281,710,095,725",Generation X
Thailand,2009,Female,15-24 years,100,2.12,4716781,"281,710,095,725",Millenials
Thailand,2009,Male,05-14 years,20,0.44,4588799,"281,710,095,725",Generation Z
Thailand,2009,Female,05-14 years,17,0.39,4329225,"281,710,095,725",Generation Z
Thailand,2010,Male,75+ years,145,18.41,787665,"341,105,009,515",Silent
Thailand,2010,Male,25-34 years,688,13,5293421,"341,105,009,515",Generation X
Thailand,2010,Male,55-74 years,511,12.54,4075634,"341,105,009,515",Silent
Thailand,2010,Male,35-54 years,1166,11.91,9786527,"341,105,009,515",Generation X
Thailand,2010,Male,15-24 years,387,7.89,4905031,"341,105,009,515",Millenials
Thailand,2010,Female,75+ years,41,3.58,1146473,"341,105,009,515",Silent
Thailand,2010,Female,55-74 years,164,3.47,4724470,"341,105,009,515",Silent
Thailand,2010,Female,35-54 years,345,3.33,10369541,"341,105,009,515",Generation X
Thailand,2010,Female,25-34 years,164,3.13,5237458,"341,105,009,515",Generation X
Thailand,2010,Female,15-24 years,120,2.55,4702548,"341,105,009,515",Millenials
Thailand,2010,Male,05-14 years,16,0.36,4496770,"341,105,009,515",Generation Z
Thailand,2010,Female,05-14 years,14,0.33,4244226,"341,105,009,515",Generation Z
Thailand,2011,Male,25-34 years,782,14.93,5237957,"370,818,747,397",Millenials
Thailand,2011,Male,75+ years,112,13.53,827970,"370,818,747,397",Silent
Thailand,2011,Male,35-54 years,1227,12.4,9897542,"370,818,747,397",Generation X
Thailand,2011,Male,55-74 years,488,11.44,4266668,"370,818,747,397",Boomers
Thailand,2011,Male,15-24 years,357,7.24,4929387,"370,818,747,397",Millenials
Thailand,2011,Female,75+ years,56,4.64,1205643,"370,818,747,397",Silent
Thailand,2011,Female,55-74 years,217,4.39,4948016,"370,818,747,397",Boomers
Thailand,2011,Female,35-54 years,361,3.45,10474832,"370,818,747,397",Generation X
Thailand,2011,Female,25-34 years,147,2.84,5172436,"370,818,747,397",Millenials
Thailand,2011,Female,15-24 years,95,2.01,4723611,"370,818,747,397",Millenials
Thailand,2011,Male,05-14 years,19,0.43,4413405,"370,818,747,397",Generation Z
Thailand,2011,Female,05-14 years,12,0.29,4164365,"370,818,747,397",Generation Z
Thailand,2012,Male,75+ years,136,15.65,869252,"397,558,094,270",Silent
Thailand,2012,Male,25-34 years,721,14.08,5121552,"397,558,094,270",Millenials
Thailand,2012,Male,55-74 years,581,13.1,4433963,"397,558,094,270",Boomers
Thailand,2012,Male,35-54 years,1234,12.4,9949264,"397,558,094,270",Generation X
Thailand,2012,Male,15-24 years,369,7.47,4938617,"397,558,094,270",Millenials
Thailand,2012,Female,55-74 years,222,4.31,5145957,"397,558,094,270",Boomers
Thailand,2012,Female,75+ years,54,4.27,1265466,"397,558,094,270",Silent
Thailand,2012,Female,35-54 years,394,3.74,10521850,"397,558,094,270",Generation X
Thailand,2012,Female,25-34 years,162,3.21,5050719,"397,558,094,270",Millenials
Thailand,2012,Female,15-24 years,84,1.78,4728702,"397,558,094,270",Millenials
Thailand,2012,Female,05-14 years,14,0.35,4056666,"397,558,094,270",Generation Z
Thailand,2012,Male,05-14 years,14,0.33,4300247,"397,558,094,270",Generation Z
Thailand,2013,Male,75+ years,152,16.21,937427,"420,333,333,333",Silent
Thailand,2013,Male,25-34 years,706,14.01,5038432,"420,333,333,333",Millenials
Thailand,2013,Male,35-54 years,1313,13.09,10032499,"420,333,333,333",Generation X
Thailand,2013,Male,55-74 years,586,12.75,4596763,"420,333,333,333",Boomers
Thailand,2013,Male,15-24 years,331,6.68,4956860,"420,333,333,333",Millenials
Thailand,2013,Female,75+ years,64,4.7,1362800,"420,333,333,333",Silent
Thailand,2013,Female,35-54 years,382,3.61,10594744,"420,333,333,333",Generation X
Thailand,2013,Female,55-74 years,190,3.56,5336311,"420,333,333,333",Boomers
Thailand,2013,Female,25-34 years,126,2.54,4960889,"420,333,333,333",Millenials
Thailand,2013,Female,15-24 years,88,1.86,4741021,"420,333,333,333",Millenials
Thailand,2013,Male,05-14 years,17,0.4,4224575,"420,333,333,333",Generation Z
Thailand,2013,Female,05-14 years,6,0.15,3984166,"420,333,333,333",Generation Z
Thailand,2014,Male,25-34 years,682,13.72,4969108,"407,339,361,696",Millenials
Thailand,2014,Male,75+ years,137,13.63,1005485,"407,339,361,696",Silent
Thailand,2014,Male,55-74 years,632,13.24,4771792,"407,339,361,696",Boomers
Thailand,2014,Male,35-54 years,1274,12.62,10095367,"407,339,361,696",Generation X
Thailand,2014,Male,15-24 years,337,6.83,4935213,"407,339,361,696",Millenials
Thailand,2014,Female,75+ years,71,4.87,1458962,"407,339,361,696",Silent
Thailand,2014,Female,55-74 years,240,4.33,5539928,"407,339,361,696",Boomers
Thailand,2014,Female,35-54 years,388,3.65,10644118,"407,339,361,696",Generation X
Thailand,2014,Female,25-34 years,116,2.38,4883263,"407,339,361,696",Millenials
Thailand,2014,Female,15-24 years,49,1.04,4717317,"407,339,361,696",Millenials
Thailand,2014,Female,05-14 years,14,0.36,3940160,"407,339,361,696",Generation Z
Thailand,2014,Male,05-14 years,12,0.29,4179206,"407,339,361,696",Generation Z
Thailand,2015,Male,75+ years,174,16.29,1068139,"401,399,422,443",Silent
Thailand,2015,Male,35-54 years,1482,14.67,10101149,"401,399,422,443",Generation X
Thailand,2015,Male,55-74 years,718,14.39,4990958,"401,399,422,443",Boomers
Thailand,2015,Male,25-34 years,663,13.6,4873464,"401,399,422,443",Millenials
Thailand,2015,Male,15-24 years,317,6.54,4847684,"401,399,422,443",Millenials
Thailand,2015,Female,55-74 years,248,4.28,5795996,"401,399,422,443",Boomers
Thailand,2015,Female,75+ years,63,4.12,1527522,"401,399,422,443",Silent
Thailand,2015,Female,35-54 years,363,3.41,10646859,"401,399,422,443",Generation X
Thailand,2015,Female,25-34 years,96,2.01,4783703,"401,399,422,443",Millenials
Thailand,2015,Female,15-24 years,55,1.19,4632371,"401,399,422,443",Millenials
Thailand,2015,Female,05-14 years,14,0.36,3881727,"401,399,422,443",Generation Z
Thailand,2015,Male,05-14 years,12,0.29,4111704,"401,399,422,443",Generation Z
Thailand,2016,Male,55-74 years,734,14.1,5203957,"411,755,164,833",Boomers
Thailand,2016,Male,35-54 years,1421,14.09,10084647,"411,755,164,833",Generation X
Thailand,2016,Male,75+ years,152,13.52,1124052,"411,755,164,833",Silent
Thailand,2016,Male,25-34 years,646,13.47,4796355,"411,755,164,833",Millenials
Thailand,2016,Male,15-24 years,322,6.8,4736305,"411,755,164,833",Millenials
Thailand,2016,Female,75+ years,69,4.34,1589015,"411,755,164,833",Silent
Thailand,2016,Female,55-74 years,222,3.67,6049756,"411,755,164,833",Boomers
Thailand,2016,Female,35-54 years,375,3.53,10629684,"411,755,164,833",Generation X
Thailand,2016,Female,25-34 years,116,2.47,4702656,"411,755,164,833",Millenials
Thailand,2016,Female,15-24 years,60,1.33,4525574,"411,755,164,833",Millenials
Trinidad and Tobago,1985,Male,35-54 years,9,9,100000,"7,375,918,367",Silent
Trinidad and Tobago,1985,Male,25-34 years,8,8.6,93000,"7,375,918,367",Boomers
Trinidad and Tobago,1985,Male,55-74 years,2,3.92,51000,"7,375,918,367",G.I. Generation
Trinidad and Tobago,1985,Male,15-24 years,4,3.25,123000,"7,375,918,367",Generation X
Trinidad and Tobago,1985,Female,15-24 years,3,2.44,123000,"7,375,918,367",Generation X
Trinidad and Tobago,1985,Female,25-34 years,2,2.15,93000,"7,375,918,367",Boomers
Trinidad and Tobago,1985,Male,05-14 years,1,0.81,124000,"7,375,918,367",Generation X
Trinidad and Tobago,1985,Female,35-54 years,0,0,102000,"7,375,918,367",Silent
Trinidad and Tobago,1985,Female,05-14 years,0,0,121000,"7,375,918,367",Generation X
Trinidad and Tobago,1985,Female,55-74 years,0,0,55000,"7,375,918,367",G.I. Generation
Trinidad and Tobago,1985,Female,75+ years,0,0,14000,"7,375,918,367",G.I. Generation
Trinidad and Tobago,1985,Male,75+ years,0,0,9000,"7,375,918,367",G.I. Generation
Trinidad and Tobago,1986,Male,25-34 years,25,24.8,100800,"4,794,444,444",Boomers
Trinidad and Tobago,1986,Male,35-54 years,21,19.64,106900,"4,794,444,444",Silent
Trinidad and Tobago,1986,Male,55-74 years,8,15.44,51800,"4,794,444,444",G.I. Generation
Trinidad and Tobago,1986,Male,75+ years,1,10.87,9200,"4,794,444,444",G.I. Generation
Trinidad and Tobago,1986,Male,15-24 years,13,10.05,129300,"4,794,444,444",Generation X
Trinidad and Tobago,1986,Female,15-24 years,12,9.21,130300,"4,794,444,444",Generation X
Trinidad and Tobago,1986,Female,25-34 years,9,8.93,100800,"4,794,444,444",Boomers
Trinidad and Tobago,1986,Female,75+ years,1,8.2,12200,"4,794,444,444",G.I. Generation
Trinidad and Tobago,1986,Female,35-54 years,9,8.19,109900,"4,794,444,444",Silent
Trinidad and Tobago,1986,Female,55-74 years,4,7.03,56900,"4,794,444,444",G.I. Generation
Trinidad and Tobago,1986,Male,05-14 years,1,0.77,130300,"4,794,444,444",Generation X
Trinidad and Tobago,1986,Female,05-14 years,0,0,123200,"4,794,444,444",Generation X
Trinidad and Tobago,1987,Male,75+ years,4,43.01,9300,"4,797,777,778",G.I. Generation
Trinidad and Tobago,1987,Male,25-34 years,30,29.27,102500,"4,797,777,778",Boomers
Trinidad and Tobago,1987,Male,35-54 years,23,21.18,108600,"4,797,777,778",Silent
Trinidad and Tobago,1987,Male,15-24 years,25,19.05,131200,"4,797,777,778",Generation X
Trinidad and Tobago,1987,Male,55-74 years,9,17.08,52700,"4,797,777,778",G.I. Generation
Trinidad and Tobago,1987,Female,35-54 years,9,8.06,111700,"4,797,777,778",Silent
Trinidad and Tobago,1987,Female,25-34 years,7,6.83,102500,"4,797,777,778",Boomers
Trinidad and Tobago,1987,Female,15-24 years,8,6.05,132200,"4,797,777,778",Generation X
Trinidad and Tobago,1987,Female,55-74 years,2,3.45,57900,"4,797,777,778",G.I. Generation
Trinidad and Tobago,1987,Female,05-14 years,1,0.8,125100,"4,797,777,778",Generation X
Trinidad and Tobago,1987,Male,05-14 years,1,0.76,132300,"4,797,777,778",Generation X
Trinidad and Tobago,1987,Female,75+ years,0,0,12300,"4,797,777,778",G.I. Generation
Trinidad and Tobago,1988,Male,75+ years,5,53.19,9400,"4,496,852,073",G.I. Generation
Trinidad and Tobago,1988,Male,25-34 years,39,37.46,104100,"4,496,852,073",Boomers
Trinidad and Tobago,1988,Male,55-74 years,20,37.38,53500,"4,496,852,073",G.I. Generation
Trinidad and Tobago,1988,Male,35-54 years,32,29.01,110300,"4,496,852,073",Silent
Trinidad and Tobago,1988,Male,15-24 years,22,16.48,133500,"4,496,852,073",Generation X
Trinidad and Tobago,1988,Female,75+ years,2,16.13,12400,"4,496,852,073",G.I. Generation
Trinidad and Tobago,1988,Female,25-34 years,16,15.37,104100,"4,496,852,073",Boomers
Trinidad and Tobago,1988,Female,35-54 years,13,11.46,113400,"4,496,852,073",Silent
Trinidad and Tobago,1988,Female,15-24 years,10,7.43,134500,"4,496,852,073",Generation X
Trinidad and Tobago,1988,Female,05-14 years,4,3.14,127200,"4,496,852,073",Generation X
Trinidad and Tobago,1988,Female,55-74 years,1,1.7,58700,"4,496,852,073",G.I. Generation
Trinidad and Tobago,1988,Male,05-14 years,0,0,134500,"4,496,852,073",Generation X
Trinidad and Tobago,1989,Male,35-54 years,45,40.54,111000,"4,323,058,824",Silent
Trinidad and Tobago,1989,Male,25-34 years,37,35.24,105000,"4,323,058,824",Boomers
Trinidad and Tobago,1989,Male,55-74 years,15,28.85,52000,"4,323,058,824",G.I. Generation
Trinidad and Tobago,1989,Male,15-24 years,30,25.86,116000,"4,323,058,824",Generation X
Trinidad and Tobago,1989,Male,75+ years,2,22.22,9000,"4,323,058,824",G.I. Generation
Trinidad and Tobago,1989,Female,15-24 years,20,17.24,116000,"4,323,058,824",Generation X
Trinidad and Tobago,1989,Female,35-54 years,11,9.57,115000,"4,323,058,824",Silent
Trinidad and Tobago,1989,Female,75+ years,1,6.67,15000,"4,323,058,824",G.I. Generation
Trinidad and Tobago,1989,Female,25-34 years,5,4.67,107000,"4,323,058,824",Boomers
Trinidad and Tobago,1989,Female,55-74 years,2,3.57,56000,"4,323,058,824",G.I. Generation
Trinidad and Tobago,1989,Male,05-14 years,3,2.21,136000,"4,323,058,824",Generation X
Trinidad and Tobago,1989,Female,05-14 years,2,1.52,132000,"4,323,058,824",Generation X
Trinidad and Tobago,1990,Male,25-34 years,43,40.19,107000,"5,068,000,000",Boomers
Trinidad and Tobago,1990,Male,55-74 years,16,30.77,52000,"5,068,000,000",G.I. Generation
Trinidad and Tobago,1990,Male,35-54 years,34,30.09,113000,"5,068,000,000",Silent
Trinidad and Tobago,1990,Male,15-24 years,30,26.09,115000,"5,068,000,000",Generation X
Trinidad and Tobago,1990,Female,15-24 years,17,14.91,114000,"5,068,000,000",Generation X
Trinidad and Tobago,1990,Male,75+ years,1,10,10000,"5,068,000,000",G.I. Generation
Trinidad and Tobago,1990,Female,35-54 years,11,9.24,119000,"5,068,000,000",Silent
Trinidad and Tobago,1990,Female,55-74 years,5,8.77,57000,"5,068,000,000",G.I. Generation
Trinidad and Tobago,1990,Female,25-34 years,8,7.34,109000,"5,068,000,000",Boomers
Trinidad and Tobago,1990,Female,75+ years,1,6.06,16500,"5,068,000,000",G.I. Generation
Trinidad and Tobago,1990,Female,05-14 years,3,2.21,136000,"5,068,000,000",Generation X
Trinidad and Tobago,1990,Male,05-14 years,1,0.71,140000,"5,068,000,000",Generation X
Trinidad and Tobago,1991,Male,15-24 years,42,36.84,114000,"5,307,905,882",Generation X
Trinidad and Tobago,1991,Male,55-74 years,16,30.77,52000,"5,307,905,882",Silent
Trinidad and Tobago,1991,Male,25-34 years,32,29.63,108000,"5,307,905,882",Boomers
Trinidad and Tobago,1991,Male,35-54 years,27,23.08,117000,"5,307,905,882",Boomers
Trinidad and Tobago,1991,Female,15-24 years,11,9.73,113000,"5,307,905,882",Generation X
Trinidad and Tobago,1991,Female,35-54 years,8,6.61,121000,"5,307,905,882",Boomers
Trinidad and Tobago,1991,Female,75+ years,1,6.25,16000,"5,307,905,882",G.I. Generation
Trinidad and Tobago,1991,Female,25-34 years,4,3.6,111000,"5,307,905,882",Boomers
Trinidad and Tobago,1991,Female,55-74 years,2,3.45,58000,"5,307,905,882",Silent
Trinidad and Tobago,1991,Female,05-14 years,4,2.88,139000,"5,307,905,882",Millenials
Trinidad and Tobago,1991,Male,05-14 years,1,0.7,143000,"5,307,905,882",Millenials
Trinidad and Tobago,1991,Male,75+ years,0,0,10000,"5,307,905,882",G.I. Generation
Trinidad and Tobago,1992,Male,75+ years,7,51.09,13700,"5,439,552,941",G.I. Generation
Trinidad and Tobago,1992,Male,25-34 years,37,32.6,113500,"5,439,552,941",Boomers
Trinidad and Tobago,1992,Male,35-54 years,44,31.32,140500,"5,439,552,941",Boomers
Trinidad and Tobago,1992,Male,55-74 years,16,26.06,61400,"5,439,552,941",Silent
Trinidad and Tobago,1992,Male,15-24 years,31,25.49,121600,"5,439,552,941",Generation X
Trinidad and Tobago,1992,Female,15-24 years,9,8.75,102800,"5,439,552,941",Generation X
Trinidad and Tobago,1992,Female,25-34 years,6,6.09,98600,"5,439,552,941",Boomers
Trinidad and Tobago,1992,Female,55-74 years,3,5.31,56500,"5,439,552,941",Silent
Trinidad and Tobago,1992,Female,35-54 years,5,4.11,121800,"5,439,552,941",Boomers
Trinidad and Tobago,1992,Female,05-14 years,3,2.28,131500,"5,439,552,941",Millenials
Trinidad and Tobago,1992,Male,05-14 years,2,1.29,155000,"5,439,552,941",Millenials
Trinidad and Tobago,1992,Female,75+ years,0,0,15700,"5,439,552,941",G.I. Generation
Trinidad and Tobago,1993,Male,35-54 years,59,40.8,144600,"4,669,488,516",Boomers
Trinidad and Tobago,1993,Male,25-34 years,46,40.71,113000,"4,669,488,516",Boomers
Trinidad and Tobago,1993,Male,55-74 years,16,25.76,62100,"4,669,488,516",Silent
Trinidad and Tobago,1993,Male,15-24 years,26,21,123800,"4,669,488,516",Generation X
Trinidad and Tobago,1993,Female,15-24 years,9,8.58,104900,"4,669,488,516",Generation X
Trinidad and Tobago,1993,Male,75+ years,1,7.14,14000,"4,669,488,516",G.I. Generation
Trinidad and Tobago,1993,Female,25-34 years,6,6.08,98700,"4,669,488,516",Boomers
Trinidad and Tobago,1993,Female,55-74 years,3,5.2,57700,"4,669,488,516",Silent
Trinidad and Tobago,1993,Female,35-54 years,6,4.75,126300,"4,669,488,516",Boomers
Trinidad and Tobago,1993,Female,05-14 years,2,1.51,132100,"4,669,488,516",Millenials
Trinidad and Tobago,1993,Female,75+ years,0,0,16000,"4,669,488,516",G.I. Generation
Trinidad and Tobago,1993,Male,05-14 years,0,0,155100,"4,669,488,516",Millenials
Trinidad and Tobago,1994,Male,55-74 years,23,36.57,62900,"4,947,205,860",Silent
Trinidad and Tobago,1994,Male,25-34 years,35,31.22,112100,"4,947,205,860",Boomers
Trinidad and Tobago,1994,Male,35-54 years,35,23.51,148900,"4,947,205,860",Boomers
Trinidad and Tobago,1994,Male,75+ years,3,21.13,14200,"4,947,205,860",G.I. Generation
Trinidad and Tobago,1994,Male,15-24 years,20,15.81,126500,"4,947,205,860",Generation X
Trinidad and Tobago,1994,Female,25-34 years,10,10.14,98600,"4,947,205,860",Boomers
Trinidad and Tobago,1994,Female,15-24 years,10,9.29,107700,"4,947,205,860",Generation X
Trinidad and Tobago,1994,Female,35-54 years,7,5.35,130800,"4,947,205,860",Boomers
Trinidad and Tobago,1994,Female,55-74 years,3,5.08,59100,"4,947,205,860",Silent
Trinidad and Tobago,1994,Male,05-14 years,2,1.3,154000,"4,947,205,860",Millenials
Trinidad and Tobago,1994,Female,05-14 years,0,0,131800,"4,947,205,860",Millenials
Trinidad and Tobago,1994,Female,75+ years,0,0,16300,"4,947,205,860",G.I. Generation
Trinidad and Tobago,1995,Male,75+ years,8,73.07,10949,"5,329,214,163",G.I. Generation
Trinidad and Tobago,1995,Male,25-34 years,42,41.62,100908,"5,329,214,163",Generation X
Trinidad and Tobago,1995,Male,55-74 years,23,40.02,57475,"5,329,214,163",Silent
Trinidad and Tobago,1995,Male,35-54 years,54,37.4,144401,"5,329,214,163",Boomers
Trinidad and Tobago,1995,Male,15-24 years,17,14.72,115521,"5,329,214,163",Generation X
Trinidad and Tobago,1995,Female,25-34 years,10,9.83,101779,"5,329,214,163",Generation X
Trinidad and Tobago,1995,Female,15-24 years,10,8.83,113234,"5,329,214,163",Generation X
Trinidad and Tobago,1995,Female,35-54 years,11,7.72,142426,"5,329,214,163",Boomers
Trinidad and Tobago,1995,Female,55-74 years,4,6.13,65284,"5,329,214,163",Silent
Trinidad and Tobago,1995,Female,05-14 years,4,2.89,138208,"5,329,214,163",Millenials
Trinidad and Tobago,1995,Male,05-14 years,1,0.7,141921,"5,329,214,163",Millenials
Trinidad and Tobago,1995,Female,75+ years,0,0,17067,"5,329,214,163",G.I. Generation
Trinidad and Tobago,1996,Male,75+ years,6,53.04,11313,"5,759,537,726",G.I. Generation
Trinidad and Tobago,1996,Male,25-34 years,29,29.18,99392,"5,759,537,726",Generation X
Trinidad and Tobago,1996,Male,55-74 years,17,28.94,58736,"5,759,537,726",Silent
Trinidad and Tobago,1996,Male,35-54 years,43,28.88,148905,"5,759,537,726",Boomers
Trinidad and Tobago,1996,Male,15-24 years,16,13.59,117770,"5,759,537,726",Generation X
Trinidad and Tobago,1996,Female,15-24 years,15,13,115355,"5,759,537,726",Generation X
Trinidad and Tobago,1996,Female,75+ years,2,11.35,17620,"5,759,537,726",G.I. Generation
Trinidad and Tobago,1996,Female,55-74 years,5,7.5,66636,"5,759,537,726",Silent
Trinidad and Tobago,1996,Female,25-34 years,6,5.99,100227,"5,759,537,726",Generation X
Trinidad and Tobago,1996,Female,35-54 years,5,3.41,146795,"5,759,537,726",Boomers
Trinidad and Tobago,1996,Female,05-14 years,2,1.48,134926,"5,759,537,726",Millenials
Trinidad and Tobago,1996,Male,05-14 years,0,0,138510,"5,759,537,726",Millenials
Trinidad and Tobago,1997,Male,75+ years,5,43.1,11601,"5,737,751,332",G.I. Generation
Trinidad and Tobago,1997,Male,25-34 years,34,34.84,97588,"5,737,751,332",Generation X
Trinidad and Tobago,1997,Male,55-74 years,19,31.58,60173,"5,737,751,332",Silent
Trinidad and Tobago,1997,Male,35-54 years,44,28.64,153642,"5,737,751,332",Boomers
Trinidad and Tobago,1997,Male,15-24 years,25,20.75,120487,"5,737,751,332",Generation X
Trinidad and Tobago,1997,Female,15-24 years,13,11.02,118000,"5,737,751,332",Generation X
Trinidad and Tobago,1997,Female,25-34 years,8,8.14,98330,"5,737,751,332",Generation X
Trinidad and Tobago,1997,Female,55-74 years,4,5.87,68194,"5,737,751,332",Silent
Trinidad and Tobago,1997,Female,35-54 years,6,3.96,151383,"5,737,751,332",Boomers
Trinidad and Tobago,1997,Male,05-14 years,2,1.49,134111,"5,737,751,332",Millenials
Trinidad and Tobago,1997,Female,05-14 years,0,0,130641,"5,737,751,332",Millenials
Trinidad and Tobago,1997,Female,75+ years,0,0,18117,"5,737,751,332",G.I. Generation
Trinidad and Tobago,1998,Male,75+ years,5,42.34,11810,"6,043,694,330",G.I. Generation
Trinidad and Tobago,1998,Male,35-54 years,64,40.42,158330,"6,043,694,330",Boomers
Trinidad and Tobago,1998,Male,25-34 years,32,33.41,95771,"6,043,694,330",Generation X
Trinidad and Tobago,1998,Male,55-74 years,16,25.88,61816,"6,043,694,330",Silent
Trinidad and Tobago,1998,Male,15-24 years,23,18.62,123518,"6,043,694,330",Generation X
Trinidad and Tobago,1998,Female,75+ years,2,10.77,18573,"6,043,694,330",G.I. Generation
Trinidad and Tobago,1998,Female,15-24 years,10,8.26,121015,"6,043,694,330",Generation X
Trinidad and Tobago,1998,Female,25-34 years,7,7.26,96362,"6,043,694,330",Generation X
Trinidad and Tobago,1998,Female,35-54 years,7,4.49,155939,"6,043,694,330",Boomers
Trinidad and Tobago,1998,Female,05-14 years,3,2.39,125726,"6,043,694,330",Millenials
Trinidad and Tobago,1998,Female,55-74 years,1,1.43,69981,"6,043,694,330",Silent
Trinidad and Tobago,1998,Male,05-14 years,1,0.77,129083,"6,043,694,330",Millenials
Trinidad and Tobago,1999,Male,55-74 years,25,39.26,63682,"6,808,982,521",Silent
Trinidad and Tobago,1999,Male,25-34 years,28,29.7,94272,"6,808,982,521",Generation X
Trinidad and Tobago,1999,Male,35-54 years,39,23.99,162536,"6,808,982,521",Boomers
Trinidad and Tobago,1999,Male,15-24 years,16,12.65,126509,"6,808,982,521",Generation X
Trinidad and Tobago,1999,Female,25-34 years,8,8.45,94694,"6,808,982,521",Generation X
Trinidad and Tobago,1999,Male,75+ years,1,8.38,11927,"6,808,982,521",G.I. Generation
Trinidad and Tobago,1999,Female,15-24 years,8,6.45,124040,"6,808,982,521",Generation X
Trinidad and Tobago,1999,Female,35-54 years,9,5.62,160053,"6,808,982,521",Boomers
Trinidad and Tobago,1999,Female,55-74 years,4,5.56,71972,"6,808,982,521",Silent
Trinidad and Tobago,1999,Female,75+ years,1,5.26,19001,"6,808,982,521",G.I. Generation
Trinidad and Tobago,1999,Female,05-14 years,0,0,120679,"6,808,982,521",Millenials
Trinidad and Tobago,1999,Male,05-14 years,0,0,123911,"6,808,982,521",Millenials
Trinidad and Tobago,2000,Male,75+ years,4,33.45,11957,"8,154,338,233",G.I. Generation
Trinidad and Tobago,2000,Male,35-54 years,54,32.53,166024,"8,154,338,233",Boomers
Trinidad and Tobago,2000,Male,25-34 years,30,32.15,93304,"8,154,338,233",Generation X
Trinidad and Tobago,2000,Male,55-74 years,20,30.4,65790,"8,154,338,233",Silent
Trinidad and Tobago,2000,Female,75+ years,5,25.76,19412,"8,154,338,233",G.I. Generation
Trinidad and Tobago,2000,Male,15-24 years,25,19.35,129187,"8,154,338,233",Generation X
Trinidad and Tobago,2000,Female,15-24 years,9,7.1,126792,"8,154,338,233",Generation X
Trinidad and Tobago,2000,Female,55-74 years,4,5.39,74148,"8,154,338,233",Silent
Trinidad and Tobago,2000,Female,25-34 years,5,5.34,93571,"8,154,338,233",Generation X
Trinidad and Tobago,2000,Female,35-54 years,7,4.28,163504,"8,154,338,233",Boomers
Trinidad and Tobago,2000,Female,05-14 years,2,1.73,115801,"8,154,338,233",Millenials
Trinidad and Tobago,2000,Male,05-14 years,1,0.84,118873,"8,154,338,233",Millenials
Trinidad and Tobago,2001,Male,75+ years,7,56.68,12351,"8,824,873,259",Silent
Trinidad and Tobago,2001,Male,35-54 years,61,36.19,168569,"8,824,873,259",Boomers
Trinidad and Tobago,2001,Male,25-34 years,26,27.73,93774,"8,824,873,259",Generation X
Trinidad and Tobago,2001,Male,55-74 years,18,26.57,67749,"8,824,873,259",Silent
Trinidad and Tobago,2001,Male,15-24 years,29,22.1,131221,"8,824,873,259",Millenials
Trinidad and Tobago,2001,Female,15-24 years,16,12.42,128825,"8,824,873,259",Millenials
Trinidad and Tobago,2001,Female,55-74 years,5,6.57,76085,"8,824,873,259",Silent
Trinidad and Tobago,2001,Female,35-54 years,10,6,166710,"8,824,873,259",Boomers
Trinidad and Tobago,2001,Female,75+ years,1,5,20018,"8,824,873,259",Silent
Trinidad and Tobago,2001,Female,25-34 years,4,4.26,93862,"8,824,873,259",Generation X
Trinidad and Tobago,2001,Female,05-14 years,2,1.81,110619,"8,824,873,259",Millenials
Trinidad and Tobago,2001,Male,05-14 years,0,0,113571,"8,824,873,259",Millenials
Trinidad and Tobago,2002,Male,25-34 years,29,30.59,94797,"9,008,273,721",Generation X
Trinidad and Tobago,2002,Male,35-54 years,49,28.72,170592,"9,008,273,721",Boomers
Trinidad and Tobago,2002,Male,55-74 years,19,27.17,69926,"9,008,273,721",Silent
Trinidad and Tobago,2002,Male,75+ years,3,23.66,12679,"9,008,273,721",Silent
Trinidad and Tobago,2002,Male,15-24 years,29,21.84,132786,"9,008,273,721",Millenials
Trinidad and Tobago,2002,Female,25-34 years,9,9.5,94721,"9,008,273,721",Generation X
Trinidad and Tobago,2002,Female,15-24 years,7,5.37,130404,"9,008,273,721",Millenials
Trinidad and Tobago,2002,Female,75+ years,1,4.86,20592,"9,008,273,721",Silent
Trinidad and Tobago,2002,Female,35-54 years,7,4.13,169414,"9,008,273,721",Boomers
Trinidad and Tobago,2002,Female,05-14 years,2,1.89,105922,"9,008,273,721",Millenials
Trinidad and Tobago,2002,Female,55-74 years,1,1.28,78237,"9,008,273,721",Silent
Trinidad and Tobago,2002,Male,05-14 years,0,0,108730,"9,008,273,721",Millenials
Trinidad and Tobago,2003,Male,75+ years,4,30.96,12918,"11,305,459,802",Silent
Trinidad and Tobago,2003,Male,55-74 years,20,27.65,72339,"11,305,459,802",Silent
Trinidad and Tobago,2003,Male,25-34 years,25,25.96,96312,"11,305,459,802",Generation X
Trinidad and Tobago,2003,Male,35-54 years,36,20.9,172208,"11,305,459,802",Boomers
Trinidad and Tobago,2003,Male,15-24 years,23,17.2,133697,"11,305,459,802",Millenials
Trinidad and Tobago,2003,Female,15-24 years,13,9.9,131317,"11,305,459,802",Millenials
Trinidad and Tobago,2003,Female,75+ years,2,9.47,21123,"11,305,459,802",Silent
Trinidad and Tobago,2003,Female,35-54 years,13,7.57,171695,"11,305,459,802",Boomers
Trinidad and Tobago,2003,Female,25-34 years,5,5.2,96104,"11,305,459,802",Generation X
Trinidad and Tobago,2003,Female,55-74 years,2,2.48,80631,"11,305,459,802",Silent
Trinidad and Tobago,2003,Male,05-14 years,1,0.96,104386,"11,305,459,802",Millenials
